energy_ev,gradscf_strength_per_ev,pyscf_strength_per_ev,difference
2.224803550309600642e+00,3.562071707634481815e-04,3.562071713542215427e-04,-5.907733612205146034e-13
2.228826703203469872e+00,4.155567971677187481e-04,4.155567978525011655e-04,-6.847824174024963462e-13
2.232849856097338659e+00,4.843117666676739720e-04,4.843117674606025203e-04,-7.929285483418424541e-13
2.236873008991207890e+00,5.638798152584102458e-04,5.638798161756086377e-04,-9.171983918893067411e-13
2.240896161885077120e+00,6.558657841519110977e-04,6.558657852117525484e-04,-1.059841450712362132e-12
2.244919314778945907e+00,7.620970818436584695e-04,7.620970830670506253e-04,-1.223392155809410742e-12
2.248942467672815138e+00,8.846521155278467153e-04,8.846521169385645035e-04,-1.410717788245807736e-12
2.252965620566684368e+00,1.025891992550778242e-03,1.025891994175809514e-03,-1.625031272739496657e-12
2.256988773460553155e+00,1.188495816834551954e-03,1.188495818704499076e-03,-1.869947122493109681e-12
2.261011926354422386e+00,1.375499930576048156e-03,1.375499932725580878e-03,-2.149532721956726178e-12
2.265035079248291616e+00,1.590341477967123236e-03,1.590341480435474063e-03,-2.468350827553034144e-12
2.269058232142160403e+00,1.836906695106907059e-03,1.836906697938403814e-03,-2.831496755811846455e-12
2.273081385036029634e+00,2.119584358576189886e-03,2.119584361820858742e-03,-3.244668856511312427e-12
2.277104537929898864e+00,2.443324854183149750e-03,2.443324857897393072e-03,-3.714243322627819310e-12
2.281127690823767651e+00,2.813705357005566281e-03,2.813705361252910511e-03,-4.247344229796334858e-12
2.285150843717636882e+00,3.237001643849051098e-03,3.237001648700926076e-03,-4.851874978173409403e-12
2.289173996611506112e+00,3.720267089384525147e-03,3.720267094921158799e-03,-5.536633651548328316e-12
2.293197149505374899e+00,4.271419427255641714e-03,4.271419433567050575e-03,-6.311408860815159727e-12
2.297220302399244130e+00,4.899335887046643925e-03,4.899335894233724717e-03,-7.187080791615230169e-12
2.301243455293112916e+00,5.613957346827586764e-03,5.613957355003253505e-03,-8.175666740828368972e-12
2.305266608186982147e+00,6.426402168655605436e-03,6.426402177946039310e-03,-9.290433873598846759e-12
2.309289761080851378e+00,7.349090410460340159e-03,7.349090421006449284e-03,-1.054610912487596863e-11
2.313312913974720164e+00,8.395879131704916259e-03,8.395879143663855307e-03,-1.195893904737399538e-11
2.317336066868589395e+00,9.582209531540531594e-03,9.582209545087289060e-03,-1.354675746578770656e-11
2.321359219762458626e+00,1.092526667628448619e-02,1.092526669161370326e-02,-1.532921706237644344e-11
2.325382372656327412e+00,1.244415258731383991e-02,1.244415260464174118e-02,-1.732790126662830943e-11
2.329405525550196643e+00,1.416007347018172734e-02,1.416007348974830660e-02,-1.956657925961113875e-11
2.333428678444065874e+00,1.609654187020248886e-02,1.609654189227359422e-02,-2.207110536001088974e-11
2.337451831337934660e+00,1.827959453813334315e-02,1.827959456300324442e-02,-2.486990127725796640e-11
2.341474984231803891e+00,2.073802678106153458e-02,2.073802680905549589e-02,-2.799396131569764634e-11
2.345498137125673122e+00,2.350364405732429524e-02,2.350364408880138006e-02,-3.147708482753586168e-11
2.349521290019541908e+00,2.661153154934055298e-02,2.661153158469667032e-02,-3.535611733940235979e-11
2.353544442913411139e+00,3.010034241365761032e-02,3.010034245332859903e-02,-3.967098871626717482e-11
2.357567595807280370e+00,3.401260536235786724e-02,3.401260540682307654e-02,-4.446520929235475705e-11
2.361590748701149156e+00,3.839505217325716452e-02,3.839505222304302745e-02,-4.978586293225006898e-11
2.365613901595018387e+00,4.329896565703143796e-02,4.329896571271527744e-02,-5.568383948384436621e-11
2.369637054488887618e+00,4.878054852656277252e-02,4.878054858877698546e-02,-6.221421294805296043e-11
2.373660207382756404e+00,5.490131351643702529e-02,5.490131358587328758e-02,-6.943626229549693107e-11
2.377683360276625635e+00,6.172849498765280857e-02,6.172849506506679351e-02,-7.741398494465201452e-11
2.381706513170494866e+00,6.933548212334690597e-02,6.933548220956296804e-02,-8.621606206737908451e-11
2.385729666064363652e+00,7.780227367485781365e-02,7.780227377077401918e-02,-9.591620553361934753e-11
2.389752818958232883e+00,8.721595405291029945e-02,8.721595415950374186e-02,-1.065934424060444030e-10
2.393775971852102114e+00,9.767119037546134752e-02,9.767119049379353879e-02,-1.183321912678891863e-10
2.397799124745970900e+00,1.092707498812559297e-01,1.092707500124784625e-01,-1.312225328398142210e-10
2.401822277639840131e+00,1.221260368958776849e-01,1.221260370412384083e-01,-1.453607234580545082e-10
2.405845430533709361e+00,1.363576482948215540e-01,1.363576484556702773e-01,-1.608487232296340608e-10
2.409868583427578148e+00,1.520959461457835893e-01,1.520959463235787568e-01,-1.777951674775124502e-10
2.413891736321447379e+00,1.694816459299420541e-01,1.694816461262568241e-01,-1.963147699957090708e-10
2.417914889215316609e+00,1.886664184398777477e-01,1.886664186564069035e-01,-2.165291557165716085e-10
2.421938042109185396e+00,2.098135031305706777e-01,2.098135033691370110e-01,-2.385663333548393439e-10
2.425961195003054627e+00,2.330983303602566226e-01,2.330983306228182061e-01,-2.625615835860628522e-10
2.429984347896923857e+00,2.587091496010860414e-01,2.587091498897420294e-01,-2.886559880010963752e-10
2.434007500790792644e+00,2.868476603269521918e-01,2.868476606439514520e-01,-3.169992601748106154e-10
2.438030653684661875e+00,3.177296418990990801e-01,3.177296422468449122e-01,-3.477458321299309318e-10
2.442053806578531105e+00,3.515855783714165184e-01,3.515855787524753140e-01,-3.810587956287747602e-10
2.446076959472399892e+00,3.886612737292147735e-01,3.886612741463206788e-01,-4.171059053703629615e-10
2.450100112366269123e+00,4.292184526602596528e-01,4.292184531163233396e-01,-4.560636868156109358e-10
2.454123265260138353e+00,4.735353415383745657e-01,4.735353420364874499e-01,-4.981128842729276585e-10
2.458146418154007140e+00,5.219072238816138132e-01,5.219072244250549941e-01,-5.434411809446260122e-10
2.462169571047876371e+00,5.746469641324832844e-01,5.746469647247240964e-01,-5.922408119474198429e-10
2.466192723941745157e+00,6.320854932015405048e-01,6.320854938462523442e-01,-6.447118394703466038e-10
2.470215876835614388e+00,6.945722488227954461e-01,6.945722495238498828e-01,-7.010544367247462105e-10
2.474239029729483619e+00,7.624755633939386268e-01,7.624755641554159524e-01,-7.614773256392481926e-10
2.478262182623352405e+00,8.361829916230689719e-01,8.361829924492580890e-01,-8.261891171201796169e-10
2.482285335517221636e+00,9.161015699807648627e-01,9.161015708761679477e-01,-8.954030850105709760e-10
2.486308488411090867e+00,1.002657999668637112e+00,1.002658000637970392e+00,-9.693332803095700001e-10
2.490331641304959653e+00,1.096298744569193406e+00,1.096298745617387826e+00,-1.048194420150139194e-09
2.494354794198828884e+00,1.197490035442491996e+00,1.197490036574693884e+00,-1.132201887799055839e-09
2.498377947092698115e+00,1.306717771489716906e+00,1.306717772711284864e+00,-1.221567957898628265e-09
2.502401099986566901e+00,1.424487310319116240e+00,1.424487311635619369e+00,-1.316503128734325401e-09
2.506424252880436132e+00,1.551323137331268143e+00,1.551323138748482933e+00,-1.417214789967147226e-09
2.510447405774305363e+00,1.687768405595512000e+00,1.687768407119415004e+00,-1.523903003786131194e-09
2.514470558668174149e+00,1.834384337423981437e+00,1.834384339060743274e+00,-1.636761837175981782e-09
2.518493711562043380e+00,1.991749479068888107e+00,1.991749480824865470e+00,-1.755977363515626166e-09
2.522516864455912611e+00,2.160458800278960201e+00,2.160458802160683422e+00,-1.881723221686115721e-09
2.526540017349781397e+00,2.341122630857708664e+00,2.341122632871873055e+00,-2.014164390828909745e-09
2.530563170243650628e+00,2.534365426872684957e+00,2.534365429026131267e+00,-2.153446310160234134e-09
2.534586323137519859e+00,2.740824359776097729e+00,2.740824362075804821e+00,-2.299707091424352257e-09
2.538609476031388645e+00,2.961147722416854311e+00,2.961147724869910292e+00,-2.453055980566887229e-09
2.542632628925257876e+00,3.195993146752534209e+00,3.195993149366127994e+00,-2.613593785838475014e-09
2.546655781819127107e+00,3.446025629010296853e+00,3.446025631791685750e+00,-2.781388896977432523e-09
2.550678934712995893e+00,3.711915359098616918e+00,3.711915362055111078e+00,-2.956494160599731913e-09
2.554702087606865124e+00,3.994335352234469561e+00,3.994335355373397789e+00,-3.138928228452186886e-09
2.558725240500734355e+00,4.293958882022774759e+00,4.293958885351464971e+00,-3.328690212356377742e-09
2.562748393394603141e+00,4.611456715603923229e+00,4.611456719129659376e+00,-3.525736147480529326e-09
2.566771546288472372e+00,4.947494152963674452e+00,4.947494156693680978e+00,-3.730006525870521727e-09
2.570794699182341603e+00,5.302727874074161463e+00,5.302727878015550012e+00,-3.941388548867053032e-09
2.574817852076210389e+00,5.677802599197756983e+00,5.677802603357507749e+00,-4.159750766064007621e-09
2.578841004970079620e+00,6.073347569425768810e+00,6.073347573810670141e+00,-4.384901330922730267e-09
2.582864157863948851e+00,6.489972856333016793e+00,6.489972860949652755e+00,-4.616635962406689941e-09
2.586887310757817637e+00,6.928265511496583429e+00,6.928265516351261866e+00,-4.854678437027359905e-09
2.590910463651686868e+00,7.388785568535019443e+00,7.388785573633758652e+00,-5.098739208619917918e-09
2.594933616545556099e+00,7.872061912262096506e+00,7.872061917610552406e+00,-5.348455900389126327e-09
2.598956769439424885e+00,8.378588031500873612e+00,8.378588037104307773e+00,-5.603434161116638279e-09
2.602979922333294116e+00,8.908817674048556512e+00,8.908817679911784637e+00,-5.863228125235764310e-09
2.607003075227163347e+00,9.463160424205351973e+00,9.463160430332708373e+00,-6.127356400043026952e-09
2.611026228121032133e+00,1.004197722516294178e+01,1.004197723155820832e+01,-6.395266538561372727e-09
2.615049381014901364e+00,1.064557587036507158e+01,1.064557587703144748e+01,-6.666375895747478353e-09
2.619072533908770151e+00,1.127420648968789330e+01,1.127420649662794006e+01,-6.940046759495999140e-09
2.623095686802639381e+00,1.192805705792102344e+01,1.192805706513662045e+01,-7.215597008780605393e-09
2.627118839696508612e+00,1.260724895453164329e+01,1.260724896202393452e+01,-7.492291231869785406e-09
2.631141992590377399e+00,1.331183260505547494e+01,1.331183261282481922e+01,-7.769344279040524270e-09
2.635165145484246629e+00,1.404178323564517861e+01,1.404178324369111408e+01,-8.045935473433019069e-09
2.639188298378115860e+00,1.479699677330612850e+01,1.479699678162732468e+01,-8.321196176552803081e-09
2.643211451271984647e+00,1.557728592514165911e+01,1.557728593373588311e+01,-8.594223999125460978e-09
2.647234604165853877e+00,1.638237647048912748e+01,1.638237647935318719e+01,-8.864059708457716624e-09
2.651257757059723108e+00,1.721190380014267873e+01,1.721190380927239261e+01,-9.129713873790024081e-09
2.655280909953591895e+00,1.806540973691297935e+01,1.806540974630316754e+01,-9.390188182578640408e-09
2.659304062847461125e+00,1.894233967154679732e+01,1.894233968119121414e+01,-9.644416820719925454e-09
2.663327215741330356e+00,1.984204004751401840e+01,1.984204005740534882e+01,-9.891330421396560268e-09
2.667350368635199143e+00,2.076375622735789150e+01,2.076375623748773336e+01,-1.012984185422283190e-08
2.671373521529068373e+00,2.170663077217997738e+01,2.170663078253879164e+01,-1.035881425082152418e-08
2.675396674422937604e+00,2.266970216439710128e+01,2.266970217497425466e+01,-1.057715337537956657e-08
2.679419827316806391e+00,2.365190400216309641e+01,2.365190401294681166e+01,-1.078371525409238529e-08
2.683442980210675621e+00,2.465206469178492910e+01,2.465206470276230277e+01,-1.097737367672380060e-08
2.687466133104544852e+00,2.566890766209477448e+01,2.566890767325176625e+01,-1.115699177489659633e-08
2.691489285998413639e+00,2.670105212207418077e+01,2.670105213339562411e+01,-1.132144333837459271e-08
2.695512438892282869e+00,2.774701438006661647e+01,2.774701439153626836e+01,-1.146965189491311321e-08
2.699535591786152100e+00,2.880520973968341281e+01,2.880520975128394312e+01,-1.160053031412644486e-08
2.703558744680020887e+00,2.987395498402388228e+01,2.987395499573689150e+01,-1.171300922919726872e-08
2.707581897573890117e+00,3.095147145610589234e+01,3.095147146791198267e+01,-1.180609032758184185e-08
2.711605050467759348e+00,3.203588873947136761e+01,3.203588875135016423e+01,-1.187879661301849410e-08
2.715628203361628135e+00,3.312524893882093835e+01,3.312524895075113562e+01,-1.193019727452337975e-08
2.719651356255497365e+00,3.421751155626384389e+01,3.421751156822326578e+01,-1.195942189724519267e-08
2.723674509149366596e+00,3.531055895438632319e+01,3.531055896635199076e+01,-1.196566756789252395e-08
2.727697662043235383e+00,3.640220239288013460e+01,3.640220240482832992e+01,-1.194819532202018308e-08
2.731720814937104613e+00,3.749018862096011873e+01,3.749018863286644887e+01,-1.190633014402919798e-08
2.735743967830973844e+00,3.857220700328589658e+01,3.857220701512535754e+01,-1.183946096716681495e-08
2.739767120724842631e+00,3.964589715262823688e+01,3.964589716437533440e+01,-1.174709751694535953e-08
2.743790273618711861e+00,4.070885703811784140e+01,4.070885704974666197e+01,-1.162882057315073325e-08
2.747813426512581092e+00,4.175865153363529458e+01,4.175865154511959076e+01,-1.148429618069712888e-08
2.751836579406449879e+00,4.279282136678794757e+01,4.279282137810124453e+01,-1.131329696590910316e-08
2.755859732300319109e+00,4.380889242500535374e+01,4.380889243612104167e+01,-1.111568792566686170e-08
2.759882885194188340e+00,4.480438537161987966e+01,4.480438538251134162e+01,-1.089146195454304689e-08
2.763906038088057127e+00,4.577682552142339034e+01,4.577682553206405913e+01,-1.064066879052916192e-08
2.767929190981926357e+00,4.672375292213195763e+01,4.672375293249550054e+01,-1.036354291272800765e-08
2.771952343875795588e+00,4.764273258549521017e+01,4.764273259555555740e+01,-1.006034722195181530e-08
2.775975496769664375e+00,4.853136480948536047e+01,4.853136481921686141e+01,-9.731500938414683333e-09
2.779998649663533605e+00,4.938729553111616610e+01,4.938729554049370307e+01,-9.377536969168431824e-09
2.784021802557402392e+00,5.020822664800703450e+01,5.020822665700612220e+01,-8.999087697247887263e-09
2.788044955451271623e+00,5.099192624584624411e+01,5.099192625444314331e+01,-8.596899192525597755e-09
2.792068108345140853e+00,5.173623866842401497e+01,5.173623867659580355e+01,-8.171788579147687415e-09
2.796091261239009640e+00,5.243909436693446935e+01,5.243909437465920576e+01,-7.724736406089505181e-09
2.800114414132878871e+00,5.309851946577370541e+01,5.309851947303049258e+01,-7.256787171172618400e-09
2.804137567026748101e+00,5.371264498310588209e+01,5.371264498987497404e+01,-6.769091953628958436e-09
2.808160719920616888e+00,5.427971564602553656e+01,5.427971565228843076e+01,-6.262894203246105462e-09
2.812183872814486119e+00,5.479809824220081538e+01,5.479809824794034512e+01,-5.739529740367288468e-09
2.816207025708355349e+00,5.526628945243241731e+01,5.526628945763282985e+01,-5.200412545036670053e-09
2.820230178602224136e+00,5.568292311158974428e+01,5.568292311623675772e+01,-4.647013440717273625e-09
2.824253331496093367e+00,5.604677684886106448e+01,5.604677685294198852e+01,-4.080924043137201807e-09
2.828276484389962597e+00,5.635677806215885255e+01,5.635677806566258141e+01,-3.503728862597199623e-09
2.832299637283831384e+00,5.661200918581980801e+01,5.661200918873692700e+01,-2.917118990808376111e-09
2.836322790177700615e+00,5.681171221539578653e+01,5.681171221771859337e+01,-2.322806835763913114e-09
2.840345943071569845e+00,5.695529245830844900e+01,5.695529246003098933e+01,-1.722540332593780477e-09
2.844369095965438632e+00,5.704232148439550087e+01,5.704232148551361803e+01,-1.118117154419451253e-09
2.848392248859307863e+00,5.707253925586037724e+01,5.707253925637169800e+01,-5.113207635076832958e-10
2.852415401753177093e+00,5.704585542180558377e+01,5.704585542170956103e+01,9.602274531061993912e-11
2.856438554647045880e+00,5.696234976833062547e+01,5.696234976762853819e+01,7.020872772045549937e-10
2.860461707540915111e+00,5.682227182105619079e+01,5.682227181975110852e+01,1.305082264480006415e-09
2.864484860434784341e+00,5.662603960284599935e+01,5.662603960094278932e+01,1.903210034015501151e-09
2.868508013328653128e+00,5.637423755538204517e+01,5.637423755288736515e+01,2.494680018116923748e-09
2.872531166222522359e+00,5.606761363905588524e+01,5.606761363597809122e+01,3.077794019645807566e-09
2.876554319116391589e+00,5.570707563131682605e+01,5.570707562766596510e+01,3.650860946891043568e-09
2.880577472010260376e+00,5.529368664911481090e+01,5.529368664490259277e+01,4.212218129850953119e-09
2.884600624904129607e+00,5.482865992634607721e+01,5.482865992158578194e+01,4.760295269079506397e-09
2.888623777797998837e+00,5.431335288220564905e+01,5.431335287691207014e+01,5.293578908549534390e-09
2.892646930691867624e+00,5.374926052102715346e+01,5.374926051521654813e+01,5.810605330225371290e-09
2.896670083585736855e+00,5.313800820851369622e+01,5.313800820220366461e+01,6.310031608336430509e-09
2.900693236479606085e+00,5.248134387319208827e+01,5.248134386640150240e+01,6.790585871385701466e-09
2.904716389373474872e+00,5.178112968542614425e+01,5.178112967817509116e+01,7.251053091295034392e-09
2.908739542267344103e+00,5.103933326937973192e+01,5.103933326168937867e+01,7.690353243106073933e-09
2.912762695161213333e+00,5.025801850590093522e+01,5.025801849779345787e+01,8.107477356134040747e-09
2.916785848055082120e+00,4.943933598638551530e+01,4.943933597788395673e+01,8.501558568241307512e-09
2.920809000948951351e+00,4.858551317926625757e+01,4.858551317039445649e+01,8.871801071563822916e-09
2.924832153842820581e+00,4.769884437185081083e+01,4.769884436263329519e+01,9.217515639647899661e-09
2.928855306736689368e+00,4.678168045079165438e+01,4.678168044125352054e+01,9.538133838304929668e-09
2.932878459630558599e+00,4.583641858452851636e+01,4.583641857469529413e+01,9.833222236466099275e-09
2.936901612524427385e+00,4.486549187059684130e+01,4.486549186049443705e+01,1.010240424648145563e-08
2.940924765418296616e+00,4.387135900975747660e+01,4.387135899941203121e+01,1.034544538924819790e-08
2.944947918312165847e+00,4.285649406750177803e+01,4.285649405693957448e+01,1.056220355621917406e-08
2.948971071206034633e+00,4.182337638162586302e+01,4.182337637087317006e+01,1.075269295824909932e-08
2.952994224099903864e+00,4.077448067229249773e+01,4.077448066137554150e+01,1.091695622790211928e-08
2.957017376993773095e+00,3.971226740832683078e+01,3.971226739727164556e+01,1.105518521171688917e-08
2.961040529887641881e+00,3.863917348045476530e+01,3.863917346928710117e+01,1.116766412678771303e-08
2.965063682781511112e+00,3.755760322883590163e+01,3.755760321758113918e+01,1.125476245533718611e-08
2.969086835675380343e+00,3.646991986859487866e+01,3.646991985727793661e+01,1.131694205014355248e-08
2.973109988569249129e+00,3.537843735315445315e+01,3.537843734179970312e+01,1.135475002911334741e-08
2.977133141463118360e+00,3.428541271107268784e+01,3.428541269970386907e+01,1.136881877528139739e-08
2.981156294356987591e+00,3.319303888781603007e+01,3.319303887645617834e+01,1.135985172595610493e-08
2.985179447250856377e+00,3.210343811950403392e+01,3.210343810817543186e+01,1.132860205643737572e-08
2.989202600144725608e+00,3.101865586119011908e+01,3.101865584991420377e+01,1.127591531258076429e-08
2.993225753038594839e+00,2.994065528773009532e+01,2.994065527652741565e+01,1.120267967280597077e-08
2.997248905932463625e+00,2.887131238077621020e+01,2.887131236966638781e+01,1.110982239538316207e-08
3.001272058826332856e+00,2.781241161096872005e+01,2.781241159997037471e+01,1.099834534556975996e-08
3.005295211720202087e+00,2.676564222000811100e+01,2.676564220913886771e+01,1.086924328319582855e-08
3.009318364614070873e+00,2.573259510301464914e+01,2.573259509229106357e+01,1.072358557507868682e-08
3.013341517507940104e+00,2.471476028746118203e+01,2.471476027689873689e+01,1.056244514074933250e-08
3.017364670401809335e+00,2.371352500102157634e+01,2.371352499063466723e+01,1.038690911059347854e-08
3.021387823295678121e+00,2.273017231693829387e+01,2.273017230674020439e+01,1.019808948399258952e-08
3.025410976189547352e+00,2.176588036201371068e+01,2.176588035201662308e+01,9.997087602187093580e-09
3.029434129083416583e+00,2.082172206908170509e+01,2.082172205929667896e+01,9.785026122699491680e-09
3.033457281977285369e+00,1.989866545283875254e+01,1.989866544327574260e+01,9.563009939483890776e-09
3.037480434871154600e+00,1.899757438523018749e+01,1.899757437589805420e+01,9.332133288353361422e-09
3.041503587765023831e+00,1.811920984420010683e+01,1.811920983510662353e+01,9.093483299693616573e-09
3.045526740658892617e+00,1.726423160753115837e+01,1.726423159868302903e+01,8.848129340321975178e-09
3.049549893552761848e+00,1.643320036173622611e+01,1.643320035313912797e+01,8.597098144491610583e-09
3.053573046446631079e+00,1.562658019451057712e+01,1.562658018616916422e+01,8.341412893742017332e-09
3.057596199340499865e+00,1.484474143810932034e+01,1.484474143002726265e+01,8.082057689762223163e-09
3.061619352234369096e+00,1.408796383018432685e+01,1.408796382236436173e+01,7.819965119892913208e-09
3.065642505128238327e+00,1.335643995808123563e+01,1.335643995052518029e+01,7.556055336976896797e-09
3.069665658022107113e+00,1.265027895235200006e+01,1.265027894506081374e+01,7.291186321367604251e-09
3.073688810915976344e+00,1.196951039527609417e+01,1.196951038824989588e+01,7.026198289850071887e-09
3.077711963809845575e+00,1.131408841048206249e+01,1.131408840372018965e+01,6.761872839433635818e-09
3.081735116703714361e+00,1.068389590030564129e+01,1.068389589380670834e+01,6.498932947351931944e-09
3.085758269597583592e+00,1.007874889829915155e+01,1.007874889206106062e+01,6.238090932697559765e-09
3.089781422491452822e+00,9.498401005293587218e+00,9.498400999313613369e+00,5.979973849434827571e-09
3.093804575385321609e+00,8.942547878591218691e+00,8.942547872866025926e+00,5.725192764316489047e-09
3.097827728279190840e+00,8.410831745215984867e+00,8.410831739741695401e+00,5.474289466178561270e-09
3.101850881173059626e+00,7.902845911645702159e+00,7.902845906417937272e+00,5.227764887649755110e-09
3.105874034066928857e+00,7.418139244071564775e+00,7.418139239085489223e+00,4.986075552437796432e-09
3.109897186960798088e+00,6.956220594963378190e+00,6.956220590213751720e+00,4.749626469902068493e-09
3.113920339854666874e+00,6.516563153529427055e+00,6.516563149010639933e+00,4.518787122265166545e-09
3.117943492748536105e+00,6.098608699539598277e+00,6.098608695245734346e+00,4.293863931081887131e-09
3.121966645642405336e+00,5.701771741900977020e+00,5.701771737825834130e+00,4.075142889803373691e-09
3.125989798536274122e+00,5.325443525318881655e+00,5.325443521456030282e+00,3.862851372105069458e-09
3.130012951430143353e+00,4.968995890328368858e+00,4.968995886671191187e+00,3.657177671811950859e-09
3.134036104324012584e+00,4.631784973920151316e+00,4.631784970461866102e+00,3.458285213753242715e-09
3.138059257217881370e+00,4.313154739895171730e+00,4.313154736628888486e+00,3.266283243874568143e-09
3.142082410111750601e+00,4.012440329952394080e+00,4.012440326871133500e+00,3.081260580017897155e-09
3.146105563005619832e+00,3.728971228327323750e+00,3.728971225424062563e+00,2.903261187015004907e-09
3.150128715899488618e+00,3.462074234543506712e+00,3.462074231811198999e+00,2.732307713415593753e-09
3.154151868793357849e+00,3.211076240507550139e+00,3.211076237939158862e+00,2.568391277435466691e-09
3.158175021687227080e+00,2.975306809758196280e+00,2.975306807346722149e+00,2.411474131491786466e-09
3.162198174581095866e+00,2.754100558164700008e+00,2.754100555903203684e+00,2.261496323541223319e-09
3.166221327474965097e+00,2.546799336755056764e+00,2.546799334636677958e+00,2.118378805704423939e-09
3.170244480368834328e+00,2.352754218633623218e+00,2.352754216651610442e+00,1.982012776124975062e-09
3.174267633262703114e+00,2.171327293117159662e+00,2.171327291264875559e+00,1.852284103875945220e-09
3.178290786156572345e+00,2.001893271278192721e+00,2.001893269549143373e+00,1.729049348142552844e-09
3.182313939050441576e+00,1.843840908032014614e+00,1.843840906419852654e+00,1.612161959485547413e-09
3.186337091944310362e+00,1.696574246738974612e+00,1.696574245237520540e+00,1.501454072183605604e-09
3.190360244838179593e+00,1.559513693020199376e+00,1.559513691623445553e+00,1.396753823712515441e-09
3.194383397732048824e+00,1.432096925102670948e+00,1.432096923804795585e+00,1.297875362737954674e-09
3.198406550625917610e+00,1.313779648522491517e+00,1.313779647317862009e+00,1.204629507256527177e-09
3.202429703519786841e+00,1.204036203428007656e+00,1.204036202311191239e+00,1.116816417123800420e-09
3.206452856413656072e+00,1.102360033040606035e+00,1.102360032006368229e+00,1.034237806507576352e-09
3.210476009307524858e+00,1.008264022055612052e+00,1.008264021098925989e+00,9.566860637022500669e-10
3.214499162201394089e+00,9.212807139055174677e-01,9.212807130215596718e-01,8.839577958497102372e-10
3.218522315095263320e+00,8.409624158673338901e-01,8.409624150514911634e-01,8.158427267090928581e-10
3.222545467989132106e+00,7.668812009817917996e-01,7.668812002296561126e-01,7.521356870654472004e-10
3.226568620883001337e+00,6.986288156713450492e-01,6.986288149787145407e-01,6.926305085031003728e-10
3.230591773776870568e+00,6.358165018021613157e-01,6.358165011650375176e-01,6.371237981639410464e-10
3.234614926670739354e+00,5.780747417391008947e-01,5.780747411536855118e-01,5.854153828366293055e-10
3.238638079564608585e+00,5.250529346991075208e-01,5.250529341617993229e-01,5.373081979342941850e-10
3.242661232458477816e+00,4.764190124231252876e-01,4.764190119305159454e-01,4.926093422064070637e-10
3.246684385352346602e+00,4.318590018658462482e-01,4.318590014147151712e-01,4.511310769395038278e-10
3.250707538246215833e+00,3.910765422527445190e-01,3.910765418400539151e-01,4.126906039125799452e-10
3.254730691140084620e+00,3.537923634800297368e-01,3.537923631029188387e-01,3.771108980643589348e-10
3.258753844033953850e+00,3.197437324408641257e-01,3.197437320966431962e-01,3.442209295378972911e-10
3.262776996927823081e+00,2.886838734559863395e-01,2.886838731421307314e-01,3.138556081694332534e-10
3.266800149821691868e+00,2.603813685726080740e-01,2.603813682867517354e-01,2.858563385998991180e-10
3.270823302715561098e+00,2.346195430773155843e-01,2.346195428172447861e-01,2.600707982303163135e-10
3.274846455609430329e+00,2.111958411501209942e-01,2.111958409137670856e-01,2.363539086669419476e-10
3.278869608503299116e+00,1.899211961714812880e-01,1.899211959569153119e-01,2.145659760977025599e-10
3.282892761397168346e+00,1.706193997854907607e-01,1.706193995909152938e-01,1.945754668497556850e-10
3.286915914291037577e+00,1.531264734230694535e-01,1.531264732468135270e-01,1.762559265205965175e-10
3.290939067184906364e+00,1.372900456014220227e-01,1.372900454419334060e-01,1.594886167577413971e-10
3.294962220078775594e+00,1.229687379425228183e-01,1.229687377983624819e-01,1.441603364460419812e-10
3.298985372972644825e+00,1.100315624955246763e-01,1.100315623653600472e-01,1.301646290752245250e-10
3.303008525866513612e+00,9.835733260722692717e-02,9.835733248982592158e-02,1.174010055837726441e-10
3.307031678760382842e+00,8.783408926236013770e-02,8.783408915658504068e-02,1.057750970145932001e-10
3.311054831654252073e+00,7.835854451211181348e-02,7.835854441691388061e-02,9.519793287005029470e-11
3.315077984548120860e+00,6.983554332565995726e-02,6.983554324007337777e-02,8.558657949020442857e-11
3.319101137441990090e+00,6.217754493589768006e-02,6.217754485903460859e-02,7.686307146315130012e-11
3.323124290335859321e+00,5.530412450703080934e-02,5.530412443807600220e-02,6.895480714197432803e-11
3.327147443229728108e+00,4.914149572822531370e-02,4.914149566643131323e-02,6.179400047212624258e-11
3.331170596123597338e+00,4.362205473377878118e-02,4.362205467846103080e-02,5.531775038036812475e-11
3.335193749017466569e+00,3.868394556586512295e-02,3.868394551639783158e-02,4.946729137422778422e-11
3.339216901911335356e+00,3.427064723021714526e-02,3.427064718602863130e-02,4.418851395904255241e-11
3.343240054805204586e+00,3.033058224753326648e-02,3.033058220810228717e-02,3.943097931502492770e-11
3.347263207699073817e+00,2.681674647309044771e-02,2.681674643794220228e-02,3.514824542527605900e-11
3.351286360592942604e+00,2.368635984318186866e-02,2.368635981188449424e-02,3.129737441431856837e-11
3.355309513486811834e+00,2.090053760870368496e-02,2.090053758086484956e-02,2.783883540358189634e-11
3.359332666380681065e+00,1.842398153249552584e-02,1.842398150775933705e-02,2.473618879172967411e-11
3.363355819274549852e+00,1.622469045693131565e-02,1.622469043497521898e-02,2.195609666300057938e-11
3.367378972168419082e+00,1.427368959079123104e-02,1.427368957132342693e-02,1.946780410488901936e-11
3.371402125062288313e+00,1.254477781859943825e-02,1.254477780135620016e-02,1.724323808738326136e-11
3.375425277956157100e+00,1.101429230040504997e-02,1.101429228514829578e-02,1.525675419333794025e-11
